787:275 0:787:275:3:3 
250:465 0:250:465:3:3 
841:146 0:841:146:3:3 
509:356 0:509:356:3:3 
112:466 0:112:466:3:3 
244:247 0:244:247:3:3 
174:439 0:174:439:3:3 
268:167 0:268:167:3:3 
699:49 0:699:49:3:3 
621:450 0:621:450:3:3 
120:44 0:120:44:3:3 
94:287 0:94:287:3:3 
799:190 0:799:190:3:3 
90:303 0:90:303:3:3 
487:449 0:487:449:3:3 
174:440 0:174:440:3:3 
125:406 0:125:406:3:3 
515:412 0:515:412:3:3 
760:107 0:760:107:3:3 
334:130 0:334:130:3:3 
708:395 0:708:395:3:3 
31:358 0:31:358:3:3 
34:198 0:34:198:3:3 
788:291 0:788:291:3:3 
882:386 0:882:386:3:3 
333:122 0:333:122:3:3 
379:388 0:379:388:3:3 
52:486 0:52:486:3:3 
822:6 0:822:6:3:3 
432:236 0:432:236:3:3 
537:150 0:537:150:3:3 
78:310 0:78:310:3:3 
101:127 0:101:127:3:3 
618:299 0:618:299:3:3 
603:405 0:603:405:3:3 
731:216 0:731:216:3:3 
769:315 0:769:315:3:3 
219:492 0:219:492:3:3 
773:467 0:773:467:3:3 
553:391 2:553:391:2:2 
104:60 0:104:60:3:3 
821:455 0:821:455:3:3 
471:306 0:471:306:3:3 
571:123 0:571:123:3:3 
753:354 0:753:354:3:3 
825:109 0:825:109:3:3 
240:443 0:240:443:3:3 
636:57 0:636:57:3:3 
857:316 0:857:316:3:3 
308:460 0:308:460:3:3 
366:318 0:366:318:3:3 
773:6 0:773:6:3:3 
609:327 0:609:327:3:3 
119:2 0:119:2:3:3 
393:330 0:393:330:3:3 
142:79 0:142:79:3:3 
848:202 0:848:202:3:3 
878:341 0:878:341:3:3 
810:29 0:810:29:3:3 
783:194 0:783:194:3:3 
271:414 0:271:414:3:3 
754:366 0:754:366:3:3 
388:346 0:388:346:3:3 
407:238 0:407:238:3:3 
445:407 0:445:407:3:3 
506:167 2:506:167:2:2 
516:94 0:516:94:3:3 
365:416 0:365:416:3:3 
739:111 0:739:111:3:3 
117:271 0:117:271:3:3 
246:173 0:246:173:3:3 
601:82 0:601:82:3:3 
550:437 0:550:437:3:3 
663:142 0:663:142:3:3 
296:72 0:296:72:3:3 
500:296 0:500:296:3:3 
122:486 0:122:486:3:3 
88:170 0:88:170:3:3 
749:333 0:749:333:3:3 
435:447 0:435:447:3:3 
97:172 0:97:172:3:3 
338:334 0:338:334:3:3 
49:257 0:49:257:3:3 
141:241 0:141:241:3:3 
254:330 0:254:330:3:3 
279:89 0:279:89:3:3 
279:359 0:279:359:3:3 
430:241 0:430:241:3:3 
402:462 0:402:462:3:3 
676:201 0:676:201:3:3 
415:103 0:415:103:3:3 
328:343 0:328:343:3:3 
828:412 0:828:412:3:3 
480:114 0:480:114:3:3 
467:233 0:467:233:3:3 
514:111 0:514:111:3:3 
58:275 0:58:275:3:3 
576:443 0:576:443:3:3 
275:353 0:275:353:3:3 
173:66 2:173:66:2:2 
429:472 0:429:472:3:3 
72:171 0:72:171:3:3 
324:328 0:324:328:3:3 
515:363 0:515:363:3:3 
129:36 0:129:36:3:3 
827:77 0:827:77:3:3 
849:405 0:849:405:3:3 
428:484 0:428:484:3:3 
390:461 0:390:461:3:3 
395:473 0:395:473:3:3 
788:336 0:788:336:3:3 
627:49 3:627:49:3:3 
560:223 0:560:223:3:3 
809:182 0:809:182:3:3 
229:460 0:229:460:3:3 
394:19 0:394:19:3:3 
196:155 0:196:155:3:3 
826:126 0:826:126:3:3 
367:82 0:367:82:3:3 
115:493 0:115:493:3:3 
7:221 0:7:221:3:3 
694:57 0:694:57:3:3 
849:192 0:849:192:3:3 
409:288 0:409:288:3:3 
809:153 0:809:153:3:3 
893:151 0:893:151:3:3 
147:151 0:147:151:3:3 
845:20 0:845:20:3:3 
521:422 0:521:422:3:3 
472:283 0:472:283:3:3 
613:8 0:613:8:3:3 
869:414 0:869:414:3:3 
318:492 0:318:492:3:3 
512:47 0:512:47:3:3 
87:177 0:87:177:3:3 
327:358 0:327:358:3:3 
430:78 0:430:78:3:3 
493:122 0:493:122:3:3 
170:175 0:170:175:3:3 
622:169 0:622:169:3:3 
895:190 0:895:190:3:3 
20:493 0:20:493:3:3 
459:135 0:459:135:3:3 
544:287 0:544:287:3:3 
354:435 0:354:435:3:3 
688:447 0:688:447:3:3 
797:243 0:797:243:3:3 
782:345 0:782:345:3:3 
515:456 0:515:456:3:3 
859:422 0:859:422:3:3 
683:244 0:683:244:3:3 
298:154 0:298:154:3:3 
107:34 0:107:34:3:3 
530:353 0:530:353:3:3 
696:9 0:696:9:3:3 
719:332 0:719:332:3:3 
18:13 0:18:13:3:3 
113:137 0:113:137:3:3 
62:322 0:62:322:3:3 
355:212 0:355:212:3:3 
123:336 2:123:336:2:2 
867:473 0:867:473:3:3 
644:120 0:644:120:3:3 
868:414 0:868:414:3:3 
249:298 0:249:298:3:3 
710:489 0:710:489:3:3 
434:172 0:434:172:3:3 
329:322 0:329:322:3:3 
365:388 0:365:388:3:3 
445:300 0:445:300:3:3 
16:452 0:16:452:3:3 
657:140 0:657:140:3:3 
676:440 0:676:440:3:3 
531:407 0:531:407:3:3 
496:332 2:496:332:2:2 
500:268 0:500:268:3:3 
46:144 0:46:144:3:3 
88:134 0:88:134:3:3 
509:458 0:509:458:3:3 
734:29 0:734:29:3:3 
605:373 0:605:373:3:3 
207:135 0:207:135:3:3 
268:9 0:268:9:3:3 
197:125 0:197:125:3:3 
552:132 0:552:132:3:3 
40:440 0:40:440:3:3 
439:464 0:439:464:3:3 
676:237 0:676:237:3:3 
201:203 0:201:203:3:3 
315:95 0:315:95:3:3 
79:238 0:79:238:3:3 
851:1 0:851:1:3:3 
581:168 0:581:168:3:3 
305:101 0:305:101:3:3 
324:135 0:324:135:3:3 
179:207 0:179:207:3:3 
534:118 0:534:118:3:3 
547:233 0:547:233:3:3 
324:22 0:324:22:3:3 
290:130 0:290:130:3:3 
419:378 0:419:378:3:3 
684:310 0:684:310:3:3 
604:125 0:604:125:3:3 
567:107 2:567:107:2:2 
36:497 0:36:497:3:3 
534:336 0:534:336:3:3 
183:354 0:183:354:3:3 
323:430 0:323:430:3:3 
512:382 0:512:382:3:3 
604:236 0:604:236:3:3 
883:95 0:883:95:3:3 
524:493 0:524:493:3:3 
802:11 0:802:11:3:3 
489:284 0:489:284:3:3 
896:76 0:896:76:3:3 
185:251 0:185:251:3:3 
77:61 0:77:61:3:3 
356:116 0:356:116:3:3 
176:466 0:176:466:3:3 
33:447 0:33:447:3:3 
845:56 2:845:56:2:2 
518:102 0:518:102:3:3 
741:103 0:741:103:3:3 
858:133 0:858:133:3:3 
382:74 0:382:74:3:3 
614:380 0:614:380:3:3 
241:141 0:241:141:3:3 
133:29 0:133:29:3:3 
446:44 0:446:44:3:3 
530:419 0:530:419:3:3 
479:44 0:479:44:3:3 
227:223 0:227:223:3:3 
114:375 0:114:375:3:3 
759:101 0:759:101:3:3 
218:425 0:218:425:3:3 
551:345 0:551:345:3:3 
863:475 2:863:475:2:2 
776:93 0:776:93:3:3 
448:446 0:448:446:3:3 
411:34 0:411:34:3:3 
529:379 0:529:379:3:3 
56:307 0:56:307:3:3 
421:453 0:421:453:3:3 
577:151 0:577:151:3:3 
151:188 0:151:188:3:3 
354:40 0:354:40:3:3 
725:23 0:725:23:3:3 
125:316 0:125:316:3:3 
152:198 0:152:198:3:3 
93:461 0:93:461:3:3 
169:389 0:169:389:3:3 
409:438 0:409:438:3:3 
544:183 0:544:183:3:3 
838:425 0:838:425:3:3 
602:456 0:602:456:3:3 
168:75 0:168:75:3:3 
166:490 0:166:490:3:3 
468:262 0:468:262:3:3 
842:55 2:842:55:2:2 
93:239 0:93:239:3:3 
511:160 0:511:160:3:3 
349:5 0:349:5:3:3 
98:263 0:98:263:3:3 
26:216 0:26:216:3:3 
432:351 0:432:351:3:3 
306:376 0:306:376:3:3 
895:14 0:895:14:3:3 
457:252 0:457:252:3:3 
22:4 0:22:4:3:3 
480:75 0:480:75:3:3 
585:475 0:585:475:3:3 
596:105 0:596:105:3:3 
144:498 0:144:498:3:3 
842:233 0:842:233:3:3 
92:472 0:92:472:3:3 
475:448 0:475:448:3:3 
471:234 0:471:234:3:3 
334:389 0:334:389:3:3 
10:455 0:10:455:3:3 
49:43 0:49:43:3:3 
286:296 0:286:296:3:3 
125:256 0:125:256:3:3 
874:41 0:874:41:3:3 
585:474 0:585:474:3:3 
756:21 0:756:21:3:3 
813:186 0:813:186:3:3 
524:179 0:524:179:3:3 
543:81 2:543:81:2:2 
822:392 0:822:392:3:3 
573:326 0:573:326:3:3 
580:234 0:580:234:3:3 
671:189 0:671:189:3:3 
215:81 0:215:81:3:3 
879:446 0:879:446:3:3 
755:68 0:755:68:3:3 
77:80 0:77:80:3:3 
498:487 0:498:487:3:3 
461:241 0:461:241:3:3 
669:396 0:669:396:3:3 
427:33 0:427:33:3:3 
683:368 0:683:368:3:3 
96:438 0:96:438:3:3 
774:73 0:774:73:3:3 
613:255 0:613:255:3:3 
507:373 2:507:373:2:2 
543:260 0:543:260:3:3 
637:233 0:637:233:3:3 
512:120 0:512:120:3:3 
416:333 0:416:333:3:3 
289:49 0:289:49:3:3 
312:142 0:312:142:3:3 
773:271 0:773:271:3:3 
702:447 0:702:447:3:3 
584:346 0:584:346:3:3 
401:424 0:401:424:3:3 
312:125 0:312:125:3:3 
242:194 0:242:194:3:3 
575:4 2:575:4:2:2 
741:236 0:741:236:3:3 
869:295 0:869:295:3:3 
124:226 0:124:226:3:3 
275:224 0:275:224:3:3 
494:468 0:494:468:3:3 
341:111 0:341:111:3:3 
528:402 0:528:402:3:3 
569:196 0:569:196:3:3 
682:109 0:682:109:3:3 
541:182 0:541:182:3:3 
853:132 0:853:132:3:3 
891:49 0:891:49:3:3 
412:462 0:412:462:3:3 
23:292 0:23:292:3:3 
635:52 0:635:52:3:3 
23:419 0:23:419:3:3 
32:217 0:32:217:3:3 
621:249 0:621:249:3:3 
255:271 0:255:271:3:3 
844:344 0:844:344:3:3 
355:381 0:355:381:3:3 
179:139 0:179:139:3:3 
198:229 0:198:229:3:3 
74:479 0:74:479:3:3 
130:349 0:130:349:3:3 
683:166 0:683:166:3:3 
544:211 0:544:211:3:3 
598:410 0:598:410:3:3 
362:466 0:362:466:3:3 
624:1 0:624:1:3:3 
117:495 2:117:495:2:2 
516:153 0:516:153:3:3 
573:88 0:573:88:3:3 
667:31 0:667:31:3:3 
596:175 0:596:175:3:3 
853:312 0:853:312:3:3 
400:74 0:400:74:3:3 
221:62 0:221:62:3:3 
629:417 0:629:417:3:3 
154:105 0:154:105:3:3 
690:103 0:690:103:3:3 
509:355 0:509:355:3:3 
515:80 0:515:80:3:3 
699:287 0:699:287:3:3 
685:288 0:685:288:3:3 
279:435 0:279:435:3:3 
267:395 3:267:395:3:3 
69:11 0:69:11:3:3 
841:98 0:841:98:3:3 
718:408 0:718:408:3:3 
439:137 0:439:137:3:3 
253:47 0:253:47:3:3 
60:164 0:60:164:3:3 
210:83 2:210:83:2:2 
852:358 0:852:358:3:3 
836:386 0:836:386:3:3 
840:294 2:840:294:2:2 
604:263 0:604:263:3:3 
57:442 0:57:442:3:3 
153:465 0:153:465:3:3 
45:163 0:45:163:3:3 
799:78 0:799:78:3:3 
234:236 0:234:236:3:3 
264:417 0:264:417:3:3 
522:481 0:522:481:3:3 
371:13 0:371:13:3:3 
723:352 0:723:352:3:3 
851:279 0:851:279:3:3 
817:219 0:817:219:3:3 
188:14 0:188:14:3:3 
310:184 0:310:184:3:3 
438:365 0:438:365:3:3 
76:271 0:76:271:3:3 
687:36 3:687:36:3:3 
570:100 0:570:100:3:3 
590:99 0:590:99:3:3 
877:411 0:877:411:3:3 
333:458 0:333:458:3:3 
797:347 0:797:347:3:3 
114:251 0:114:251:3:3 
522:82 0:522:82:3:3 
261:142 0:261:142:3:3 
669:318 0:669:318:3:3 
798:430 0:798:430:3:3 
30:453 0:30:453:3:3 
693:139 0:693:139:3:3 
532:15 0:532:15:3:3 
589:106 0:589:106:3:3 
521:282 0:521:282:3:3 
259:230 0:259:230:3:3 
66:489 0:66:489:3:3 
782:467 0:782:467:3:3 
214:17 0:214:17:3:3 
735:401 0:735:401:3:3 
366:332 0:366:332:3:3 
62:69 0:62:69:3:3 
711:424 0:711:424:3:3 
269:405 0:269:405:3:3 
56:30 0:56:30:3:3 
369:233 0:369:233:3:3 
351:41 0:351:41:3:3 
833:314 0:833:314:3:3 
317:393 2:317:393:2:2 
602:489 0:602:489:3:3 
659:98 0:659:98:3:3 
95:20 0:95:20:3:3 
136:37 0:136:37:3:3 
599:388 0:599:388:3:3 
344:392 0:344:392:3:3 
273:124 0:273:124:3:3 
624:134 2:624:134:2:2 
866:277 0:866:277:3:3 
776:21 0:776:21:3:3 
575:367 0:575:367:3:3 
887:393 0:887:393:3:3 
467:322 0:467:322:3:3 
637:54 0:637:54:3:3 
127:276 0:127:276:3:3 
592:493 0:592:493:3:3 
739:110 0:739:110:3:3 
854:140 2:854:140:2:2 
535:322 0:535:322:3:3 
117:447 0:117:447:3:3 
762:68 2:762:68:2:2 
890:113 0:890:113:3:3 
819:439 0:819:439:3:3 
316:395 0:316:395:3:3 
712:366 0:712:366:3:3 
40:444 0:40:444:3:3 
173:165 0:173:165:3:3 
201:93 0:201:93:3:3 
607:333 2:607:333:2:2 
3:211 0:3:211:3:3 
791:154 0:791:154:3:3 
211:20 0:211:20:3:3 
16:102 0:16:102:3:3 
734:300 3:734:300:3:3 
780:24 0:780:24:3:3 
12:242 0:12:242:3:3 
324:172 0:324:172:3:3 
733:24 0:733:24:3:3 
789:294 0:789:294:3:3 
697:16 0:697:16:3:3 
244:123 0:244:123:3:3 
45:118 2:45:118:2:2 
174:362 0:174:362:3:3 
31:39 0:31:39:3:3 
490:199 0:490:199:3:3 
1:240 0:1:240:3:3 
384:248 0:384:248:3:3 
276:318 0:276:318:3:3 
25:250 0:25:250:3:3 
874:97 0:874:97:3:3 
872:84 0:872:84:3:3 
182:32 0:182:32:3:3 
314:216 0:314:216:3:3 
522:389 0:522:389:3:3 
851:307 0:851:307:3:3 
393:221 0:393:221:3:3 
671:228 0:671:228:3:3 
394:16 0:394:16:3:3 
215:485 0:215:485:3:3 
608:204 0:608:204:3:3 
147:440 0:147:440:3:3 
239:38 0:239:38:3:3 
263:374 0:263:374:3:3 
30:7 0:30:7:3:3 
590:409 0:590:409:3:3 
803:261 0:803:261:3:3 
346:216 0:346:216:3:3 
370:226 0:370:226:3:3 
427:105 0:427:105:3:3 
66:299 0:66:299:3:3 
817:417 0:817:417:3:3 
67:30 0:67:30:3:3 
569:320 0:569:320:3:3 
698:420 0:698:420:3:3 
464:498 0:464:498:3:3 
542:13 0:542:13:3:3 
237:227 0:237:227:3:3 
661:385 0:661:385:3:3 
605:8 0:605:8:3:3 
134:259 0:134:259:3:3 
446:49 0:446:49:3:3 
29:247 0:29:247:3:3 
431:327 0:431:327:3:3 
33:252 0:33:252:3:3 
312:53 0:312:53:3:3 
103:231 0:103:231:3:3 
134:402 0:134:402:3:3 
617:494 0:617:494:3:3 
156:254 2:156:254:2:2 
294:84 0:294:84:3:3 
332:287 0:332:287:3:3 
407:303 0:407:303:3:3 
891:8 0:891:8:3:3 
469:210 0:469:210:3:3 
109:203 0:109:203:3:3 
421:95 0:421:95:3:3 
770:149 0:770:149:3:3 
460:443 0:460:443:3:3 
718:471 2:718:471:2:2 
598:113 0:598:113:3:3 
47:245 0:47:245:3:3 
142:219 0:142:219:3:3 
492:100 0:492:100:3:3 
350:94 0:350:94:3:3 
188:301 0:188:301:3:3 
329:105 0:329:105:3:3 
315:448 0:315:448:3:3 
587:113 0:587:113:3:3 
662:269 2:662:269:2:2 
673:272 3:673:272:3:3 
561:424 0:561:424:3:3 
472:375 0:472:375:3:3 
326:118 0:326:118:3:3 
808:241 0:808:241:3:3 
719:453 0:719:453:3:3 
98:497 0:98:497:3:3 
525:140 0:525:140:3:3 
876:160 0:876:160:3:3 
236:263 0:236:263:3:3 
899:107 0:899:107:3:3 
648:297 0:648:297:3:3 
353:37 0:353:37:3:3 
463:40 2:463:40:2:2 
619:206 0:619:206:3:3 
586:29 0:586:29:3:3 
889:196 0:889:196:3:3 
83:125 0:83:125:3:3 
451:481 0:451:481:3:3 
838:255 0:838:255:3:3 
633:207 0:633:207:3:3 
816:409 0:816:409:3:3 
314:8 0:314:8:3:3 
372:148 0:372:148:3:3 
509:37 2:509:37:2:2 
675:447 0:675:447:3:3 
534:486 0:534:486:3:3 
443:356 0:443:356:3:3 
315:316 0:315:316:3:3 
79:271 0:79:271:3:3 
324:422 0:324:422:3:3 
456:246 0:456:246:3:3 
239:213 0:239:213:3:3 
21:386 2:21:386:2:2 
684:454 0:684:454:3:3 
152:207 0:152:207:3:3 
549:4 0:549:4:3:3 
484:300 0:484:300:3:3 
305:471 0:305:471:3:3 
508:186 0:508:186:3:3 
327:185 0:327:185:3:3 
498:448 0:498:448:3:3 
414:194 0:414:194:3:3 
508:41 0:508:41:3:3 
437:99 0:437:99:3:3 
398:374 0:398:374:3:3 
825:490 0:825:490:3:3 
76:372 0:76:372:3:3 
518:103 0:518:103:3:3 
722:450 2:722:450:2:2 
194:235 3:194:235:3:3 
11:483 0:11:483:3:3 
839:71 0:839:71:3:3 
821:62 0:821:62:3:3 
532:199 0:532:199:3:3 
589:50 0:589:50:3:3 
536:130 0:536:130:3:3 
460:106 0:460:106:3:3 
35:39 2:35:39:2:2 
844:192 0:844:192:3:3 
521:163 0:521:163:3:3 
525:495 2:525:495:2:2 
123:17 0:123:17:3:3 
749:189 0:749:189:3:3 
56:470 0:56:470:3:3 
62:236 0:62:236:3:3 
411:217 0:411:217:3:3 
636:209 0:636:209:3:3 
218:438 0:218:438:3:3 
353:389 0:353:389:3:3 
118:135 0:118:135:3:3 
50:351 0:50:351:3:3 
397:458 0:397:458:3:3 
365:470 0:365:470:3:3 
592:294 0:592:294:3:3 
541:499 0:541:499:3:3 
198:254 0:198:254:3:3 
643:287 0:643:287:3:3 
681:208 0:681:208:3:3 
131:51 0:131:51:3:3 
540:141 0:540:141:3:3 
505:28 0:505:28:3:3 
839:131 0:839:131:3:3 
725:215 0:725:215:3:3 
221:424 0:221:424:3:3 
739:311 0:739:311:3:3 
69:244 0:69:244:3:3 
141:167 0:141:167:3:3 
862:435 0:862:435:3:3 
760:405 0:760:405:3:3 
226:305 0:226:305:3:3 
814:182 0:814:182:3:3 
657:393 0:657:393:3:3 
197:80 0:197:80:3:3 
2:94 0:2:94:3:3 
738:340 0:738:340:3:3 
606:202 0:606:202:3:3 
804:95 0:804:95:3:3 
898:4 0:898:4:3:3 
202:52 0:202:52:3:3 
724:372 0:724:372:3:3 
172:289 0:172:289:3:3 
762:449 0:762:449:3:3 
585:72 0:585:72:3:3 
713:3 0:713:3:3:3 
1:143 0:1:143:3:3 
462:110 0:462:110:3:3 
817:45 0:817:45:3:3 
106:444 0:106:444:3:3 
589:227 0:589:227:3:3 
183:208 0:183:208:3:3 
423:321 0:423:321:3:3 
841:432 0:841:432:3:3 
343:430 0:343:430:3:3 
309:362 0:309:362:3:3 
57:257 0:57:257:3:3 
239:233 0:239:233:3:3 
48:364 0:48:364:3:3 
447:476 0:447:476:3:3 
860:363 0:860:363:3:3 
257:368 0:257:368:3:3 
594:443 0:594:443:3:3 
744:468 0:744:468:3:3 
772:260 2:772:260:2:2 
91:95 0:91:95:3:3 
493:287 0:493:287:3:3 
294:464 2:294:464:2:2 
793:471 0:793:471:3:3 
873:129 0:873:129:3:3 
158:291 0:158:291:3:3 
312:143 0:312:143:3:3 
535:459 0:535:459:3:3 
527:307 0:527:307:3:3 
345:329 0:345:329:3:3 
461:419 0:461:419:3:3 
666:452 2:666:452:2:2 
137:117 0:137:117:3:3 
512:135 0:512:135:3:3 
149:126 0:149:126:3:3 
532:330 0:532:330:3:3 
458:443 0:458:443:3:3 
488:429 0:488:429:3:3 
635:233 0:635:233:3:3 
427:492 0:427:492:3:3 
284:19 0:284:19:3:3 
365:123 0:365:123:3:3 
398:31 0:398:31:3:3 
320:295 0:320:295:3:3 
191:492 0:191:492:3:3 
29:449 0:29:449:3:3 
143:329 0:143:329:3:3 
19:343 0:19:343:3:3 
406:62 0:406:62:3:3 
8:196 0:8:196:3:3 
317:70 0:317:70:3:3 
728:339 0:728:339:3:3 
340:153 0:340:153:3:3 
119:307 0:119:307:3:3 
74:333 0:74:333:3:3 
112:8 0:112:8:3:3 
754:475 0:754:475:3:3 
38:480 2:38:480:2:2 
131:158 0:131:158:3:3 
95:209 0:95:209:3:3 
283:459 0:283:459:3:3 
302:341 0:302:341:3:3 
838:379 0:838:379:3:3 
820:274 0:820:274:3:3 
805:66 0:805:66:3:3 
463:194 0:463:194:3:3 
246:246 0:246:246:3:3 
311:152 0:311:152:3:3 
529:384 0:529:384:3:3 
696:399 0:696:399:3:3 
353:252 0:353:252:3:3 
619:249 0:619:249:3:3 
231:247 0:231:247:3:3 
838:37 0:838:37:3:3 
306:138 0:306:138:3:3 
642:336 0:642:336:3:3 
511:327 0:511:327:3:3 
358:254 0:358:254:3:3 
50:135 0:50:135:3:3 
40:369 0:40:369:3:3 
121:158 0:121:158:3:3 
850:350 0:850:350:3:3 
789:257 0:789:257:3:3 
239:446 0:239:446:3:3 
584:364 0:584:364:3:3 
352:18 0:352:18:3:3 
443:205 0:443:205:3:3 
120:46 0:120:46:3:3 
121:475 0:121:475:3:3 
182:170 0:182:170:3:3 
510:231 2:510:231:2:2 
794:472 0:794:472:3:3 
798:480 0:798:480:3:3 
11:30 0:11:30:3:3 
567:61 0:567:61:3:3 
254:232 0:254:232:3:3 
841:435 0:841:435:3:3 
475:205 0:475:205:3:3 
499:195 0:499:195:3:3 
281:308 0:281:308:3:3 
286:39 0:286:39:3:3 
896:279 2:896:279:2:2 
627:255 0:627:255:3:3 
276:121 0:276:121:3:3 
10:173 0:10:173:3:3 
885:164 0:885:164:3:3 
401:337 0:401:337:3:3 
239:114 0:239:114:3:3 
524:438 0:524:438:3:3 
214:308 0:214:308:3:3 
872:167 0:872:167:3:3 
295:13 2:295:13:2:2 
773:354 0:773:354:3:3 
260:331 0:260:331:3:3 
152:340 0:152:340:3:3 
85:442 0:85:442:3:3 
120:7 0:120:7:3:3 
588:295 0:588:295:3:3 
644:465 0:644:465:3:3 
882:68 0:882:68:3:3 
557:54 2:557:54:2:2 
392:82 0:392:82:3:3 
449:391 0:449:391:3:3 
199:215 0:199:215:3:3 
237:32 0:237:32:3:3 
133:229 0:133:229:3:3 
228:293 0:228:293:3:3 
564:191 0:564:191:3:3 
503:381 0:503:381:3:3 
655:96 0:655:96:3:3 
269:485 0:269:485:3:3 
472:207 0:472:207:3:3 
289:431 2:289:431:2:2 
878:347 0:878:347:3:3 
