212:141 2:212:141:2:2 
555:259 2:555:259:2:2 
355:456 2:355:456:2:2 
824:12 2:824:12:2:2 
92:90 0:92:90:3:3 
515:59 0:515:59:3:3 
755:328 2:755:328:2:2 
828:18 2:828:18:2:2 
455:155 2:455:155:2:2 
600:288 0:600:288:3:3 
702:314 1:702:314:6:6 
764:87 2:764:87:2:2 
-1:488 0:-1:488:3:3 
691:107 0:691:107:3:3 
792:424 1:792:424:6:6 
255:147 1:255:147:6:6 
350:350 2:350:350:2:2 
627:267 3:627:267:3:3 
328:440 2:328:440:2:2 
396:411 2:396:411:2:2 
367:436 1:367:436:6:6 
227:159 1:227:159:6:6 
838:66 2:838:66:2:2 
243:332 2:243:332:2:2 
361:319 2:361:319:2:2 
720:147 2:720:147:2:2 
313:261 3:313:261:3:3 
488:11 1:488:11:6:6 
38:320 2:38:320:2:2 
54:423 2:54:423:2:2 
197:245 3:197:245:3:3 
637:143 1:637:143:6:6 
755:380 2:755:380:2:2 
218:312 1:218:312:6:6 
407:418 2:407:418:2:2 
693:458 2:693:458:2:2 
47:184 1:47:184:6:6 
634:147 2:634:147:2:2 
86:214 0:86:214:3:3 
771:43 2:771:43:2:2 
302:333 1:302:333:6:6 
333:100 2:333:100:2:2 
867:408 2:867:408:2:2 
587:331 0:587:331:3:3 
500:216 2:500:216:2:2 
54:347 1:54:347:6:6 
212:415 2:212:415:2:2 
635:314 0:635:314:3:3 
414:369 0:414:369:3:3 
887:399 2:887:399:2:2 
323:358 2:323:358:2:2 
666:134 3:666:134:3:3 
6:10 1:6:10:6:6 
709:40 2:709:40:2:2 
382:406 2:382:406:2:2 
736:69 2:736:69:2:2 
515:156 2:515:156:2:2 
55:358 2:55:358:2:2 
684:406 2:684:406:2:2 
314:309 2:314:309:2:2 
797:296 2:797:296:2:2 
741:91 2:741:91:2:2 
563:220 2:563:220:2:2 
140:172 2:140:172:2:2 
815:224 2:815:224:2:2 
723:352 2:723:352:2:2 
450:388 0:450:388:3:3 
559:213 2:559:213:2:2 
464:452 0:464:452:3:3 
153:398 1:153:398:6:6 
161:478 2:161:478:2:2 
515:182 1:515:182:6:6 
133:270 2:133:270:2:2 
602:121 2:602:121:2:2 
302:276 2:302:276:2:2 
733:286 2:733:286:2:2 
435:155 1:435:155:6:6 
690:40 1:690:40:6:6 
1:42 2:1:42:2:2 
240:174 1:240:174:6:6 
142:137 2:142:137:2:2 
320:374 2:320:374:2:2 
702:489 1:702:489:6:6 
385:292 3:385:292:3:3 
169:25 1:169:25:6:6 
359:397 2:359:397:2:2 
139:282 1:139:282:6:6 
13:96 2:13:96:2:2 
41:404 2:41:404:2:2 
613:81 2:613:81:2:2 
723:25 1:723:25:6:6 
771:178 0:771:178:3:3 
332:87 2:332:87:2:2 
189:101 2:189:101:2:2 
123:53 2:123:53:2:2 
792:421 2:792:421:2:2 
341:80 2:341:80:2:2 
855:294 0:855:294:3:3 
297:468 3:297:468:3:3 
53:2 3:53:2:3:3 
337:123 2:337:123:2:2 
84:489 0:84:489:3:3 
198:273 
833:223 2:833:223:2:2 
547:429 1:547:429:6:6 
670:238 0:670:238:3:3 
262:1 0:262:1:3:3 
657:331 0:657:331:3:3 
577:398 1:577:398:6:6 
84:80 0:84:80:3:3 
